,perf_dTLB_stores,runsolver_CPUTIME,perf_dTLB_loads,perf_dTLB_store_misses,platform,runsolver_error,runsolver_WCTIME,verdict,runsolver_USERTIME,runsolver_CPUUSAGE,hostname,return_code,runsolver_TIMEOUT,run_id,runsolver_SYSTEMTIME,wall_time,perf_iTLB_load_misses,perf_elapsed,runsolver_STATUS,runsolver_MAXVM,runsolver_MEMOUT,perf_iTLB_loads,max_memory,perf_cycles,perf_dTLB_load_misses,perf_cache_misses,cpu_time
10,334134585796,3600.05,2092486158096,5698150909,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.07,TLE,3596.42,99.9995,taurusi6030.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-1.mcc2020_cnf/0",3.63089,3600.07,24710771,3599.916010927,1,742276,false,131586,742276,8895289527990,69653590768,9093968510,3600.05
11,349579948399,3599.97,2110692228939,5040192440,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.79,99.9978,taurusi5293.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb45-21-3.mcc2020_cnf/0",3.18185,3600.05,24046527,3599.905656412,1,537516,false,151590,537516,8893205368889,64937750274,8971072863,3599.97
12,304339562759,3599.77,1948133890471,4064163245,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.13,TLE,3598.17,99.9901,taurusi5094.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-30-4.mcc2020_cnf/0",1.59684,3600.13,25685719,3599.912659213,1,1617508,false,32817,1617508,8896354115421,63255254378,27768824364,3599.77
13,313378822747,3599.74,1992803340223,5523633128,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.48,99.9915,taurusi5346.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-4.mcc2020_cnf/0",3.26526,3600.05,23685328,3599.906378782,1,757056,false,191542,757056,8893738606582,65313564228,15433550702,3599.74
14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RTE,NaN,NaN,NaN,9,NaN,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-4.mcc2020_cnf/0",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,622320370009,3599.9,2847737790269,8113075081,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.39,TLE,3582.95,99.9864,taurusi5126.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-17-5.mcc2020_cnf/0",16.9517,3600.39,173504731,3599.909199722,1,4243960,false,306425,4243960,8893155674483,37263598997,22032022978,3599.9
16,1559263852,10.8304,7303504580,12788970,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,10.837,OK,10.6824,99.9391,taurusi6030.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb35-17-1.mcc2020_cnf/0",0.148033,10.837,88866,10.703822670,0,351892,false,6887,351892,26355043420,133808160,1675418,10.8304
17,1016653154084,3600.12,4292748822747,778974192,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.65,TLE,3428.44,99.9853,taurusi5229.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-26-4.mcc2020_cnf/0",171.676,3600.65,1400269764,3599.876481078,1,6544228,false,1380175,6544228,8882650917130,5913093701,530299498,3600.12
18,396419879037,1190.64,1144260379106,144801943,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1192.27,MEM,1123.18,99.8637,taurusi4066.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-15-3.mcc2020_cnf/0",67.4623,1192.27,504585764,1191.278490362,1,8241300,true,3678829,8241300,2936523023052,2059253873,921476286,1190.64
19,332797790486,3599.9,1983234581923,5796692684,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.53,99.996,taurusi5068.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb53-24-3.mcc2020_cnf/0",3.37438,3600.05,27449216,3599.904132855,1,607788,false,78064,607788,8893773091999,69810289683,7753275472,3599.9
20,284498162964,3600.36,2153433606130,4105606872,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.31,TLE,3596.09,100.001,taurusi6029.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-59-3.mcc2020_cnf/0",4.26795,3600.31,26575300,3599.910748360,1,5302100,false,164888,5302100,8895691880632,52054542709,30063607878,3600.36
21,6312204100,43.61,30312824406,58093782,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,43.6178,OK,43.3993,99.9821,taurusi5094.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-21-5.mcc2020_cnf/0",0.210733,43.6178,411509,43.487028572,0,444252,false,6944,444252,107130401229,700018453,14807854,43.61
22,166054921521,1980.49,1049373926396,2317975154,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1980.59,OK,1979.63,99.9949,taurusi4066.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb40-19-4.mcc2020_cnf/0",0.857583,1980.59,12366652,1980.454388157,0,681184,false,77418,681184,4894002415737,33662515660,14426521212,1980.49
23,6011958304,41.9783,29398350711,42032671,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,41.9876,OK,41.8103,99.9778,taurusi5293.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb35-17-2.mcc2020_cnf/0",0.168056,41.9876,266026,41.859328935,0,378564,false,7713,378564,103474097788,355099044,4292613,41.9783
24,649987853497,1928.32,1692080277119,174543393,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1930.36,MEM,1695.36,99.8946,taurusi5293.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-10-4.mcc2020_cnf/0",232.965,1930.36,1866588814,1929.377184828,1,8518800,true,17076836,8518800,4755038616338,2695889450,1830486190,1928.32
25,284996576648,3599.74,1971315792295,4688116659,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.09,TLE,3597.47,99.9904,taurusi5094.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb50-23-4.mcc2020_cnf/0",2.26999,3600.09,21276900,3599.912548901,1,1083208,false,47098,1083208,8895273835335,58949495410,31984131513,3599.74
26,-1,3599.92,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.24,TLE,3596.77,99.991,taurusi5560.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-39-3.mcc2020_cnf/0",3.15173,3600.24,-1,-1,1,4668232,false,-1,4668232,-1,-1,-1,3599.92
27,333570154565,3599.59,2158862528534,5324460319,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.06,TLE,3596.75,99.9871,taurusi5126.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-2.mcc2020_cnf/0",2.84853,3600.06,25507322,3599.908546923,1,744400,false,56122,744400,8894486096521,67065618472,6038183731,3599.59
28,-1,786.714,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,788.27,MEM,754.303,99.8026,taurusi5346.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-10-1.mcc2020_cnf/0",32.4109,788.27,-1,-1,1,8241348,true,-1,8241348,-1,-1,-1,786.714
29,873512245879,3599.97,3771516130239,2784602180,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.63,TLE,3540.65,99.9815,taurusi6028.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-17-3.mcc2020_cnf/0",59.3215,3600.63,431763551,3599.904868210,1,6294496,false,1572099,6294496,8887214211584,40398407363,6762440325,3599.97
30,266974764638,3599.99,1712845136670,3469920869,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.16,TLE,3598.35,99.9954,taurusi5312.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-30-2.mcc2020_cnf/0",1.63468,3600.16,31333592,3599.906856625,1,2073196,false,25371,2073196,8896373725557,56270904350,41520843575,3599.99
31,357640415183,3599.9,2229910776996,4951623367,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3597.05,99.996,taurusi5068.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb45-21-5.mcc2020_cnf/0",2.85441,3600.05,23565233,3599.908401469,1,540736,false,63595,540736,8894466993895,66395115877,6938761930,3599.9
32,286880492592,3599.92,1815786678625,9028641535,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.08,TLE,3598.49,99.9957,taurusi4066.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb50-23-1.mcc2020_cnf/0",1.43328,3600.08,25236429,3599.913357343,1,1450864,false,32048,1450864,8896337065516,45193450166,26129714336,3599.92
33,9140541739,72.4977,47522777150,113934009,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,72.5115,OK,72.2668,99.9811,taurusi5229.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb40-19-1.mcc2020_cnf/0",0.23096,72.5115,837403,72.370568563,0,460180,false,16440,460180,178694814684,1240273872,24634528,72.4977
34,-1,2055.91,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2056.46,MEM,1984.49,99.9733,taurusi5312.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-26-2.mcc2020_cnf/0",71.4208,2056.46,-1,-1,1,8242572,true,-1,8242572,-1,-1,-1,2055.91
35,-1,3599.58,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.34,99.9868,taurusi5126.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb53-24-1.mcc2020_cnf/0",3.2378,3600.05,-1,-1,1,610908,false,-1,610908,-1,-1,-1,3599.58
36,555597184531,1685.02,1610247956225,196207172,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1685.5,MEM,1532.1,99.9717,taurusi6028.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-15-1.mcc2020_cnf/0",152.921,1685.5,1246339715,1684.678537547,1,8241352,true,11028770,8241352,4155468764494,2225459762,745214607,1685.02
37,232914171279,3600.06,1845411833928,4187707766,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.24,TLE,3596.75,99.9949,taurusi6028.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-59-1.mcc2020_cnf/0",3.30359,3600.24,25070145,3599.913312685,1,3905380,false,127804,3905380,8895923690995,52372908803,39550560506,3600.06
38,-1,3600.16,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.76,TLE,3422.66,99.9834,taurusi6029.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-26-5.mcc2020_cnf/0",177.499,3600.76,-1,-1,1,7560536,false,-1,7560536,-1,-1,-1,3600.16
39,301288983263,3600.12,1865352260681,5358081207,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.27,TLE,3596.39,99.9957,taurusi4066.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-39-4.mcc2020_cnf/0",3.72732,3600.27,25971944,3599.909627960,1,4710204,false,35446,4710204,8896693917491,58639026359,34337012834,3600.12
40,-1,3599.88,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.63,99.9951,taurusi4066.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-5.mcc2020_cnf/0",3.24536,3600.05,-1,-1,1,761768,false,-1,761768,-1,-1,-1,3599.88
41,788025109405,3600.18,3365166995082,3867504358,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.54,TLE,3553.06,99.9902,taurusi5542.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-17-4.mcc2020_cnf/0",47.1195,3600.54,360961009,3599.757348708,1,5870216,false,1283961,5870216,8890562333677,45323774260,12296899925,3600.18
42,311862071553,3600.23,2008589286841,11062219981,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.12,TLE,3598.87,100.003,taurusi5235.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-30-5.mcc2020_cnf/0",1.36058,3600.12,19756010,3599.909796764,1,2128928,false,284802,2128928,8896477912716,41592058530,24469834328,3600.23
43,273665941503,3600.22,1873466261854,4153869817,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3598.7,100.005,taurusi5229.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb45-21-2.mcc2020_cnf/0",1.5158,3600.05,24333321,3599.877178804,1,1111168,false,113923,1111168,8895797422717,60092960567,34614411195,3600.22
44,973059036697,3600.46,3957763665280,2392533039,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.71,TLE,3458.05,99.9932,taurusi5235.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-17-1.mcc2020_cnf/0",142.413,3600.71,1151924317,3599.910537502,1,6915412,false,2995632,6915412,8885036800669,28255534452,3686529193,3600.46
45,5960627809,47.9364,29117879300,79574765,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,47.9461,OK,47.7546,99.9798,taurusi5346.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb35-17-5.mcc2020_cnf/0",0.181826,47.9461,266497,47.814359192,0,400636,false,7436,400636,118163175306,870950355,28845564,47.9364
46,335181971047,958.206,894878751025,590561424,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,958.822,MEM,886.516,99.9358,taurusi5542.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-10-3.mcc2020_cnf/0",71.6896,958.822,524947591,957.909713247,1,8248888,true,4865076,8248888,2362816769794,1718821937,833032347,958.206
47,295048134218,3599.92,2058327136475,4160920023,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.2,TLE,3596.92,99.9922,taurusi5542.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-39-1.mcc2020_cnf/0",3.00192,3600.2,24203602,3599.878982509,1,4649972,false,32089,4649972,8895570285436,55772625432,27007545244,3599.92
48,335511308825,3599.67,2096045652006,5414735824,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.02,TLE,3596.25,99.9902,taurusi5094.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb50-23-3.mcc2020_cnf/0",3.4163,3600.02,26181189,3599.878749540,1,603660,false,85762,603660,8894189683338,69050728650,4596610486,3599.67
49,471890719533,1483.51,1442398800931,175409513,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,1484.6,MEM,1378.67,99.927,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-15-4.mcc2020_cnf/0",104.848,1484.6,795544612,1483.675184065,1,8241300,true,6331262,8241300,3658543153317,2308307329,1150796506,1483.51
50,-1,3599.75,-1,-1,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.74,99.9916,taurusi5560.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb53-24-4.mcc2020_cnf/0",3.00651,3600.05,-1,-1,1,610072,false,-1,610072,-1,-1,-1,3599.75
51,227159088003,3599.83,1776212838333,3962966469,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.04,TLE,3596.47,99.9943,taurusi6028.taurus.hrsk.tu-dresden.de,143,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-59-4.mcc2020_cnf/0",3.36563,3600.04,23479240,3599.908082740,143,5287424,false,76634,5287424,8896345610736,48342817778,47310045969,3599.83
52,65420729028,674.894,362458705175,799091705,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,674.972,OK,674.261,99.9883,taurusi6035.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-21-2.mcc2020_cnf/0",0.632327,674.972,5285996,674.840496917,0,800380,false,12708,800380,1667286790540,12528280723,3455067991,674.894
53,255712382770,2517.35,1520271111533,3374454044,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2517.31,OK,2515.56,100.002,taurusi6029.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb40-19-3.mcc2020_cnf/0",1.78712,2517.31,18483908,2517.176890670,0,777744,false,116576,777744,6218860662388,44467764306,2551614278,2517.35
54,38288663700,338.808,201803470510,461811642,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,338.831,OK,337.897,99.9932,taurusi4066.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-21-1.mcc2020_cnf/0",0.910523,338.831,5180933,338.699839729,0,620512,false,8912,620512,836584212456,6840366642,385229432,338.808
55,854294236126,2568.87,3215003993444,376185354,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,2569.85,MEM,2418.84,99.9619,taurusi5068.taurus.hrsk.tu-dresden.de,1,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb59-26-3.mcc2020_cnf/0",150.031,2569.85,1165067850,2568.906905674,1,8242420,true,2309473,8242420,6336928779230,2636288120,743200062,2568.87
56,337788318409,3599.88,2182266486254,4803301835,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3597.01,99.9954,taurusi5312.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb45-21-4.mcc2020_cnf/0",2.87513,3600.05,38358128,3599.904678503,1,548996,false,40190,548996,8894140477803,63239380169,9775096713,3599.88
57,17254219669,139.663,91829159434,186561125,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,139.696,OK,139.088,99.9765,taurusi5560.taurus.hrsk.tu-dresden.de,0,false,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb30-30-3.mcc2020_cnf/0",0.574839,139.696,2724417,139.555952704,0,563264,false,17433,563264,344646127101,2505505556,209685960,139.663
58,331856701666,3599.87,2164460251827,5357881519,Linux-3.10.0-1062.12.1.el7.x86_64-x86_64-with-redhat-7.7-Maipo,NaN,3600.05,TLE,3596.52,99.9952,taurusi6028.taurus.hrsk.tu-dresden.de,1,true,"output/number_sat/default[s=d4,t=0]/track1_mc/Wang_2020_03_04/frb56-25-3.mcc2020_cnf/0",3.35511,3600.05,30658136,3599.910569551,1,743768,false,91695,743768,8894624252215,67666037266,9344618536,3599.87
