,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_tlb_miss,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,run_id,verdict
56,900.367,3556.4,3536.88,19.5253,394.995,3672848,true,false,1,8303520658465988,8812408120166,37885786267,900.188625168,9,3556.4,900.367,3672848,output/glibc/default[s=plingeling]/sat2014_app_bench/006-23-80.cnf.gz/0,TLE
57,85.3838,335.485,334.713,0.771729,392.914,2083340,false,false,10,1125899958816629,834725493166,579398197,85.366940045,10,335.485,85.3838,2083340,output/glibc/default[s=plingeling]/sat2014_app_bench/stable-300-0.1-20-98765432130020.cnf.gz/0,OK
58,20.8921,38.4947,32.8183,5.67642,184.255,8547048,false,true,1,NaN,NaN,NaN,NaN,9,38.4947,20.8921,8547048,output/glibc/default[s=plingeling]/sat2014_app_bench/blocks-blocks-36-0.130-NOTKNOWN.cnf.gz/0,MEM
59,26.4942,48.5453,41.6622,6.88314,183.23,7458112,false,false,0,100546850,120693483932,383485451,26.481130136,0,48.5453,26.4942,7458112,output/glibc/default[s=plingeling]/sat2014_app_bench/9dlx_vliw_at_b_iq9.cnf.gz/0,OK
60,900.063,3553.95,3545.44,8.51436,394.856,2205232,true,false,1,NaN,NaN,NaN,NaN,9,3553.95,900.063,2205232,output/glibc/default[s=plingeling]/sat2014_app_bench/gss-23-s100.cnf.gz/0,TLE
61,16.3532,57.934,57.4007,0.53328,354.266,2301948,false,false,20,13893199,144443618893,137219994,16.326215797,20,57.934,16.3532,2301948,output/glibc/default[s=plingeling]/sat2014_app_bench/6s153.cnf.gz/0,OK
62,900.197,3551.37,3544.51,6.85651,394.51,3470860,true,false,1,NaN,NaN,NaN,NaN,9,3551.37,900.197,3470860,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-32-5.cnf.gz/0,TLE
63,50.446,195.819,194.718,1.10074,388.175,2378508,false,false,10,562950097780461,487666715660,898244769,50.421410197,10,195.819,50.446,2378508,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-27-4.cnf.gz/0,OK
64,145.286,544.589,531.632,12.957,374.839,5456128,false,false,10,1407375689801595,1346248979172,6842179489,145.253864230,10,544.589,145.286,5456128,output/glibc/default[s=plingeling]/sat2014_app_bench/grid-strips-grid-y-3.065-SAT.cnf.gz/0,OK
65,362.268,1409.28,1406.23,3.04788,389.015,3666516,false,false,20,3377700903031647,3505730926810,18256206029,362.254571849,20,1409.28,362.268,3666516,output/glibc/default[s=plingeling]/sat2014_app_bench/grid-strips-grid-y-3.035-NOTKNOWN.cnf.gz/0,OK
66,0.62264,0.480232,0.327856,0.152376,77.1284,468660,false,false,10,281474976981898,1056965310,1399195,0.608823048,10,0.480232,0.62264,468660,output/glibc/default[s=plingeling]/sat2014_app_bench/complete-500-0.1-15-98765432150015.cnf.gz/0,OK
67,900.311,3552.38,3537.27,15.1109,394.573,3723760,true,false,1,NaN,NaN,NaN,NaN,9,3552.38,900.311,3723760,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-29-3.cnf.gz/0,TLE
68,900.219,3551.15,3532.51,18.6414,394.477,3690792,true,false,1,8162781223579732,8798102594437,39130876108,900.023898731,9,3551.15,900.219,3690792,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-28-3.cnf.gz/0,TLE
69,76.325,280.226,278.382,1.84436,367.149,4257988,false,false,10,422213259379385,692686165583,5243302564,76.301037073,10,280.226,76.325,4257988,output/glibc/default[s=plingeling]/sat2014_app_bench/aaai10-planning-ipc5-TPP-30-step11.cnf.gz/0,OK
70,24.3142,44.827,39.1208,5.70614,184.366,4836404,false,false,0,281474979971043,109740083278,273543565,24.300824141,0,44.827,24.3142,4836404,output/glibc/default[s=plingeling]/sat2014_app_bench/SAT_dat.k85-24_1_rule_1.cnf.gz/0,OK
71,250.835,986.429,978.392,8.03651,393.257,2305480,false,false,20,1829588008480155,2448103008879,3597991603,250.820434313,20,986.429,250.835,2305480,output/glibc/default[s=plingeling]/sat2014_app_bench/aaai10-planning-ipc5-pathways-13-step17.cnf.gz/0,OK
72,406.794,1574.14,1566.05,8.08816,386.962,4873352,false,false,20,3940651120606939,3908590441823,11793372332,406.780905152,20,1574.14,406.794,4873352,output/glibc/default[s=plingeling]/sat2014_app_bench/velev-vliw-uns-2.0-uq5.cnf.gz/0,OK
73,900.11,3550.34,3540.15,10.1925,394.434,2644444,true,false,1,8303517175229828,8819595719863,29644834893,900.010817314,9,3550.34,900.11,2644444,output/glibc/default[s=plingeling]/sat2014_app_bench/aes_24_4_keyfind_5.cnf.gz/0,TLE
74,332.219,1292.35,1289.96,2.39,389.004,3672500,false,false,20,3096226132177064,3204453227553,8581448946,332.205613020,20,1292.35,332.219,3672500,output/glibc/default[s=plingeling]/sat2014_app_bench/manol-pipe-c10nid_i.cnf.gz/0,OK
75,664.084,2612.56,2598.28,14.2823,393.409,2918828,false,false,10,5770240198588461,6484875734577,16241966173,664.070469665,10,2612.56,664.084,2918828,output/glibc/default[s=plingeling]/sat2014_app_bench/aaai10-planning-ipc5-pathways-17-step21.cnf.gz/0,OK
76,900.185,3555.13,3538.13,16.9943,394.933,3376384,true,false,1,NaN,NaN,NaN,NaN,9,3555.13,900.185,3376384,output/glibc/default[s=plingeling]/sat2014_app_bench/010-22-160.cnf.gz/0,TLE
77,900.252,3552,3540.67,11.3331,394.557,3581900,true,false,1,8444256901942971,8760609727629,39894185584,900.062502341,9,3552,900.252,3581900,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-30-2.cnf.gz/0,TLE
78,518.003,2008.59,2006.13,2.46145,387.756,3266612,false,false,10,4785076372089324,4980227519266,17236734585,517.989581218,10,2008.59,518.003,3266612,output/glibc/default[s=plingeling]/sat2014_app_bench/UTI-20-5p1.cnf.gz/0,OK
79,101.425,393.077,392.038,1.03879,387.555,2370264,false,false,20,1125900103027421,969417796230,1833885499,101.387360091,20,393.077,101.425,2370264,output/glibc/default[s=plingeling]/sat2014_app_bench/bob12m09-opt.cnf.gz/0,OK
80,388.136,1524.23,1518.56,5.66975,392.705,4187908,false,false,10,3377702436152398,3750340135011,10746446517,388.122880046,10,1524.23,388.136,4187908,output/glibc/default[s=plingeling]/sat2014_app_bench/009-80-4.cnf.gz/0,OK
81,416.978,1612.87,1607.76,5.10885,386.8,2178476,false,false,10,3799912476111787,4009820452805,9760321166,416.954232359,10,1612.87,416.978,2178476,output/glibc/default[s=plingeling]/sat2014_app_bench/gss-20-s100.cnf.gz/0,OK
82,27.5454,51.3791,44.7392,6.63992,186.525,7818376,false,false,0,281475047093703,126783003624,324733337,27.531986310,0,51.3791,27.5454,7818376,output/glibc/default[s=plingeling]/sat2014_app_bench/SAT_dat.k95-24_1_rule_1.cnf.gz/0,OK
83,900.187,3554.1,3534.96,19.1327,394.818,3501672,true,false,1,7740568827368265,8791232469095,37336268344,900.007744114,9,3554.1,900.187,3501672,output/glibc/default[s=plingeling]/sat2014_app_bench/009-23-64.cnf.gz/0,TLE
84,346.137,1340.3,1338.31,1.98634,387.217,3430196,false,false,10,3236963582955937,3327259286294,17378208133,346.123754112,10,1340.3,346.137,3430196,output/glibc/default[s=plingeling]/sat2014_app_bench/ACG-15-10p1.cnf.gz/0,OK
85,399.53,1553.5,1549.84,3.66173,388.831,3667228,false,false,10,3377701652181899,3854230983826,12956241069,399.488103079,10,1553.5,399.53,3667228,output/glibc/default[s=plingeling]/sat2014_app_bench/atco_enc1_opt1_04_32.cnf.gz/0,OK
86,0.570842,0.775154,0.717352,0.057802,135.791,385960,false,false,20,281287,1900043119,1739352,0.557630577,20,0.775154,0.570842,385960,output/glibc/default[s=plingeling]/sat2014_app_bench/6s12.cnf.gz/0,OK
87,508.74,2004.01,1994.94,9.07253,393.917,4710160,false,false,10,4222128929174925,4947756414878,16939675226,508.726260696,10,2004.01,508.74,4710160,output/glibc/default[s=plingeling]/sat2014_app_bench/009-80-8.cnf.gz/0,OK
88,231.979,899.522,897.855,1.66716,387.759,3174796,false,false,10,2111063386672023,2238942209850,10420335545,231.965579451,10,899.522,231.979,3174796,output/glibc/default[s=plingeling]/sat2014_app_bench/UCG-15-10p1.cnf.gz/0,OK
89,900.179,3552.12,3533.54,18.5829,394.601,3404004,true,false,1,8444256347096942,8822162826309,38010136893,900.017637479,9,3552.12,900.179,3404004,output/glibc/default[s=plingeling]/sat2014_app_bench/010-22-144.cnf.gz/0,TLE
90,900.501,3518.04,3504.21,13.8307,390.676,7810792,true,false,1,NaN,NaN,NaN,NaN,9,3518.04,900.501,7810792,output/glibc/default[s=plingeling]/sat2014_app_bench/SAT_dat.k70-24_1_rule_3.cnf.gz/0,TLE
91,18.2108,33.285,27.6645,5.62046,182.776,5132188,false,false,0,50538638,82809217583,314487825,18.185105260,0,33.285,18.2108,5132188,output/glibc/default[s=plingeling]/sat2014_app_bench/atco_enc3_opt1_03_53.cnf.gz/0,OK
92,370.99,1455.34,1452.48,2.85919,392.285,2828748,false,false,20,3236965142344661,3592503874448,12748847405,370.975838317,20,1455.34,370.99,2828748,output/glibc/default[s=plingeling]/sat2014_app_bench/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf.gz/0,OK
93,36.3958,66.089,54.8835,11.2055,181.584,8476388,false,true,1,NaN,NaN,NaN,NaN,9,66.089,36.3958,8476388,output/glibc/default[s=plingeling]/sat2014_app_bench/9vliw_m_9stages_iq3_C1_bug4.cnf.gz/0,MEM
94,714.371,2802.26,2798.74,3.51827,392.27,3702744,false,false,10,5629501845759101,6875124514966,27651846140,714.356142566,10,2802.26,714.371,3702744,output/glibc/default[s=plingeling]/sat2014_app_bench/UTI-20-10p1.cnf.gz/0,OK
95,0.347764,0.524368,0.482536,0.041832,150.783,380436,false,false,20,192452,1273629262,1529853,0.326213620,20,0.524368,0.347764,380436,output/glibc/default[s=plingeling]/sat2014_app_bench/bob12m02.cnf.gz/0,OK
96,37.0301,57.8237,46.425,11.3987,156.153,8247416,false,true,1,83815205,142338062252,444802591,36.494611105,9,57.8237,37.0301,8247416,output/glibc/default[s=plingeling]/sat2014_app_bench/9vliw_m_9stages_iq3_C1_bug8.cnf.gz/0,MEM
97,0.204477,0.167653,0.104182,0.063471,81.9912,308772,false,false,10,180381,383514461,397324,0.191345319,10,0.167653,0.204477,308772,output/glibc/default[s=plingeling]/sat2014_app_bench/complete-300-0.1-7-9876543213007.cnf.gz/0,OK
98,900.148,3549.48,3543.63,5.85447,394.322,2842016,true,false,1,8444255122829626,8797944059433,16396844177,900.000435280,9,3549.48,900.148,2842016,output/glibc/default[s=plingeling]/sat2014_app_bench/ctl_3791_556_unsat_pre.cnf.gz/0,TLE
99,162.362,636.215,633.294,2.9214,391.85,2622672,false,false,20,1688850900903742,1582836886204,3346813910,162.338209768,20,636.215,162.362,2622672,output/glibc/default[s=plingeling]/sat2014_app_bench/q_query_3_l46_lambda.cnf.gz/0,OK
100,155.115,609.094,605.348,3.74657,392.673,2227544,false,false,20,1407375219801825,1513220086386,2307220194,155.093622431,20,609.094,155.115,2227544,output/glibc/default[s=plingeling]/sat2014_app_bench/AProVE07-08.cnf.gz/0,OK
101,97.1988,373.533,372.149,1.3839,384.298,2772680,false,false,20,422212744311745,929357580076,1525596634,97.185397610,20,373.533,97.1988,2772680,output/glibc/default[s=plingeling]/sat2014_app_bench/7pipe_k.cnf.gz/0,OK
102,51.1323,195.059,192.248,2.81123,381.48,3872272,false,false,10,562950239831547,484881948886,1271766681,51.119046336,10,195.059,51.1323,3872272,output/glibc/default[s=plingeling]/sat2014_app_bench/E02F20.cnf.gz/0,OK
103,900.184,3550.6,3530.3,20.2979,394.43,3521696,true,false,1,8162782245397806,8806812562813,37780524787,900.010138724,9,3550.6,900.184,3521696,output/glibc/default[s=plingeling]/sat2014_app_bench/006-23-96.cnf.gz/0,TLE
104,900.203,3552.37,3544.83,7.5428,394.619,3534740,true,false,1,NaN,NaN,NaN,NaN,9,3552.37,900.203,3534740,output/glibc/default[s=plingeling]/sat2014_app_bench/MD5-32-1.cnf.gz/0,TLE
105,900.107,3553.15,3550.7,2.44902,394.747,2429676,true,false,1,NaN,NaN,NaN,NaN,9,3553.15,900.107,2429676,output/glibc/default[s=plingeling]/sat2014_app_bench/hitag2-8-60-0-0xfba1a41b5dfd7f7-52.cnf.gz/0,TLE
106,355.858,1398.22,1394,4.21853,392.914,2849920,false,false,20,3096226646619647,3472230016749,7185315736,355.844370947,20,1398.22,355.858,2849920,output/glibc/default[s=plingeling]/sat2014_app_bench/6s131-opt.cnf.gz/0,OK
107,716.422,2775.2,2746.24,28.9536,387.369,5930140,false,false,20,6473926021118724,6859160673032,20485435268,716.397965770,20,2775.2,716.422,5930140,output/glibc/default[s=plingeling]/sat2014_app_bench/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf.gz/0,OK
108,167.533,658.475,657.09,1.38473,393.042,2277460,false,false,10,1548112615332912,1634284160148,1846328380,167.519641736,10,658.475,167.533,2277460,output/glibc/default[s=plingeling]/sat2014_app_bench/stable-400-0.1-11-98765432140011.cnf.gz/0,OK
109,900.333,3535.51,3455.7,79.8159,392.69,6478900,true,false,1,NaN,NaN,NaN,NaN,9,3535.51,900.333,6478900,output/glibc/default[s=plingeling]/sat2014_app_bench/velev-vliw-uns-4.0-9-i1.cnf.gz/0,TLE
