,runsolver_WCTIME,runsolver_CPUTIME,runsolver_USERTIME,runsolver_SYSTEMTIME,runsolver_CPUUSAGE,runsolver_MAXVM,runsolver_TIMEOUT,runsolver_MEMOUT,runsolver_STATUS,perf_tlb_miss,perf_cycles,perf_cache_misses,perf_elapsed,return_code,cpu_time,wall_time,max_memory,run_id,verdict
10,904.507,41.0428,40.964,0.078752,4.53759,342100,true,false,0,140737691027506,102207933476,250358111,903.977939076,0,41.0428,904.507,342100,output/glibc/default[s=minisat]/sat_gauss_bench/maris-s03-gripper11.cnf.gz/0,TLE
11,3.74627,0.539307,0.493667,0.04564,14.3958,324356,false,false,10,1175124,1310110977,3945450,3.408337624,10,0.539307,3.74627,324356,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE09-01.cnf.gz/0,OK
12,905.255,40.5681,39.9955,0.572646,4.4814,797520,true,false,0,124071869,100946907860,300095161,904.612019723,0,40.5681,905.255,797520,output/glibc/default[s=minisat]/sat_gauss_bench/12pipe_bug4_q0.used-as.sat04-723.cnf.gz/0,TLE
13,902.721,37.122,36.9485,0.173428,4.11223,460264,true,false,0,NaN,NaN,NaN,NaN,0,37.122,902.721,460264,output/glibc/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged.cnf.gz/0,TLE
14,1.48231,0.5396,0.44756,0.09204,36.4026,186384,false,false,20,770366,1258131397,3505215,1.181409797,20,0.5396,1.48231,186384,output/glibc/default[s=minisat]/sat_gauss_bench/dspam_dump_vc950.cnf.gz/0,OK
15,904.781,42.6973,42.5211,0.176174,4.71907,419300,true,false,0,140737589403861,106285800113,525157972,904.521159455,0,42.6973,904.781,419300,output/glibc/default[s=minisat]/sat_gauss_bench/SAT_dat.k65.debugged.cnf.gz/0,TLE
16,646.058,29.4004,28.513,0.887384,4.55074,999880,false,false,10,183254218,73177305618,485051915,644.320016920,10,29.4004,646.058,999880,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-11.cnf.gz/0,OK
17,1.2609,0.246891,0.205638,0.041253,19.5806,186384,false,false,20,149105,526678709,291253,0.889306085,20,0.246891,1.2609,186384,output/glibc/default[s=minisat]/sat_gauss_bench/minandmaxor016.cnf.gz/0,OK
18,904.642,40.9235,40.8401,0.083371,4.52372,306324,true,false,0,140737492101102,101889419048,59244570,904.264550070,0,40.9235,904.642,306324,output/glibc/default[s=minisat]/sat_gauss_bench/eq.atree.braun.10.unsat.cnf.gz/0,TLE
19,903.983,35.7616,35.691,0.070569,3.95601,340396,true,false,0,281475093083155,89081979376,270508155,903.573592345,0,35.7616,903.983,340396,output/glibc/default[s=minisat]/sat_gauss_bench/maxxor032.cnf.gz/0,TLE
20,904.475,41.0621,41.0216,0.040553,4.53989,311480,true,false,0,140737507763177,102223543756,110152638,903.855109676,0,41.0621,904.475,311480,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-21.cnf.gz/0,TLE
21,904.265,42.6098,42.064,0.545795,4.71209,793896,true,false,0,NaN,NaN,NaN,NaN,0,42.6098,904.265,793896,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-27-step13.cnf.gz/0,TLE
22,903.127,82.4209,82.1286,0.292321,9.12617,433668,true,false,0,140738269181338,205335766306,889220444,902.818533878,0,82.4209,903.127,433668,output/glibc/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged.cnf.gz/0,TLE
23,817.767,35.5595,35.436,0.123521,4.34836,333000,false,false,20,281475046967793,88541145447,214672098,817.684364681,20,35.5595,817.767,333000,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-04.cnf.gz/0,OK
24,902.482,81.6705,81.2555,0.414978,9.04954,543852,true,false,0,140737989489568,203410379528,932049800,902.135927453,0,81.6705,902.482,543852,output/glibc/default[s=minisat]/sat_gauss_bench/mizh-sha0-36-4.cnf.gz/0,TLE
25,904.086,81.9526,81.8855,0.067113,9.06469,339844,true,false,0,140737966723918,204159828445,764149909,903.848405262,0,81.9526,904.086,339844,output/glibc/default[s=minisat]/sat_gauss_bench/sortnet-6-ipc5-h11-unsat.cnf.gz/0,TLE
26,331.437,22.4475,22.3756,0.071906,6.77277,339960,false,false,10,246476704,55901844833,264247212,331.132107113,10,22.4475,331.437,339960,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE09-20.cnf.gz/0,OK
27,903.406,84.5554,84.3154,0.239969,9.35962,483320,true,false,0,281475081302197,210617897685,1082038963,902.970749438,0,84.5554,903.406,483320,output/glibc/default[s=minisat]/sat_gauss_bench/SAT_dat.k55.debugged.cnf.gz/0,TLE
28,33.0691,3.37262,3.15825,0.214365,10.1987,483748,false,false,10,8914116,8364838375,30930764,32.772368723,10,3.37262,33.0691,483748,output/glibc/default[s=minisat]/sat_gauss_bench/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.gz/0,OK
29,205.311,15.4481,15.1938,0.25432,7.52425,507480,false,false,20,90744008,38392123108,151366284,204.969890197,20,15.4481,205.311,507480,output/glibc/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf.gz/0,OK
30,631.923,48.2006,48.069,0.131598,7.62761,372860,false,false,20,140737489270316,120019281768,516714096,631.440193824,20,48.2006,631.923,372860,output/glibc/default[s=minisat]/sat_gauss_bench/dated-5-11-u.cnf.gz/0,OK
31,902.439,82.635,82.3767,0.258246,9.15685,401340,true,false,0,281475021926442,205833301585,862558689,902.145529299,0,82.635,902.439,401340,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-09.cnf.gz/0,TLE
32,175.066,11.5534,11.5238,0.029624,6.59947,307888,false,false,10,2917177,28757022168,34331482,174.716332096,10,11.5534,175.066,307888,output/glibc/default[s=minisat]/sat_gauss_bench/simon-s02b-r4b1k1.2.cnf.gz/0,OK
33,901.547,82.3018,82.0205,0.281325,9.12895,458688,true,false,0,281475019660860,204918636192,984235950,901.104243982,0,82.3018,901.547,458688,output/glibc/default[s=minisat]/sat_gauss_bench/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf.gz/0,TLE
34,148.53,10.35,10.002,0.348052,6.96829,521840,false,false,20,85902995,25715089964,142332335,148.167370340,20,10.35,148.53,521840,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-c10nidw_s.cnf.gz/0,OK
35,348.899,30.2546,29.8464,0.408265,8.67145,587428,false,false,10,170971722,75315262017,517634837,348.361573287,10,30.2546,348.899,587428,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-TPP-30-step11.cnf.gz/0,OK
36,840.095,71.6647,70.5204,1.14436,8.53055,1015556,false,false,20,281475050298727,178474393516,1154705645,839.865069563,20,71.6647,840.095,1015556,output/glibc/default[s=minisat]/sat_gauss_bench/blocks-blocks-37-1.120-NOTKNOWN.cnf.gz/0,OK
37,902.878,98.9733,98.8917,0.081681,10.962,327024,true,false,0,140737631261881,246531734774,172882961,902.537129006,0,98.9733,902.878,327024,output/glibc/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf.gz/0,TLE
38,901.964,88.2407,87.573,0.667627,9.78317,914200,true,false,0,281475380763731,219749639232,1181715953,901.700427102,0,88.2407,901.964,914200,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-o-uns-1.0-7.cnf.gz/0,TLE
39,708.693,57.3861,57.2368,0.149309,8.09746,412048,false,false,20,140737922290357,142918510490,726280258,708.425226032,20,57.3861,708.693,412048,output/glibc/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf.gz/0,OK
40,335.967,23.9505,23.7767,0.173872,7.12883,438732,false,false,20,104368236,59605952612,341661066,335.732897202,20,23.9505,335.967,438732,output/glibc/default[s=minisat]/sat_gauss_bench/post-c32s-col400-16.cnf.gz/0,OK
41,1.07903,0.162916,0.115901,0.047015,15.0983,186384,false,false,20,85655,317672003,130418,0.653095376,20,0.162916,1.07903,186384,output/glibc/default[s=minisat]/sat_gauss_bench/rand_net60-30-1.shuffled.cnf.gz/0,OK
42,794.533,68.5852,68.0422,0.543032,8.63214,680492,false,false,10,140737777545951,170873620401,1041369403,794.207356374,10,68.5852,794.533,680492,output/glibc/default[s=minisat]/sat_gauss_bench/clauses-6.cnf.gz/0,OK
43,0.564057,0.067906,0.029933,0.037973,12.0389,0,false,false,10,49023,91857796,36815,0.280547361,10,0.067906,0.564057,0,output/glibc/default[s=minisat]/sat_gauss_bench/aes_32_1_keyfind_1.cnf.gz/0,OK
44,902.576,103.396,103.282,0.113734,11.4556,358740,true,false,0,140738157550882,257541878539,810599256,902.324585268,0,103.396,902.576,358740,output/glibc/default[s=minisat]/sat_gauss_bench/slp-synthesis-aes-bottom12.cnf.gz/0,TLE
45,902.693,87.5725,87.314,0.258466,9.70125,395644,true,false,0,140737917075731,218130276075,631911551,902.258644801,0,87.5725,902.693,395644,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_30.cnf.gz/0,TLE
46,902.929,86.133,85.6783,0.454694,9.53929,638564,true,false,0,NaN,NaN,NaN,NaN,0,86.133,902.929,638564,output/glibc/default[s=minisat]/sat_gauss_bench/UTI-20-5p1.cnf.gz/0,TLE
47,903.67,103.599,103.401,0.198031,11.4642,421888,true,false,0,762114749,258142110806,1029701443,903.317111391,0,103.599,903.67,421888,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_fb_unknown.cnf.gz/0,TLE
48,903.07,81.8642,81.1797,0.684457,9.0651,930504,true,false,0,140737864200231,203865721574,770366083,902.561749809,0,81.8642,903.07,930504,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-uns-1.0-8.cnf.gz/0,TLE
49,903.95,80.1685,79.8296,0.338934,8.86869,465248,true,false,0,281475106170440,199719299382,920287300,903.641404035,0,80.1685,903.95,465248,output/glibc/default[s=minisat]/sat_gauss_bench/sha0_36_5.cnf.gz/0,TLE
50,4.90399,0.580991,0.496419,0.084572,11.8473,354436,false,false,20,895992,1412364691,4274499,4.548094760,20,0.580991,4.90399,354436,output/glibc/default[s=minisat]/sat_gauss_bench/dspam_dump_vc1081.cnf.gz/0,OK
51,667.332,72.4599,72.2551,0.204807,10.8581,449504,false,false,20,281475368477322,180511276530,1101384825,666.985995465,20,72.4599,667.332,449504,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-c7nidw.cnf.gz/0,OK
52,680.231,73.0418,72.9937,0.048071,10.7378,321364,false,false,20,281475008071438,181924602150,317522193,679.919331879,20,73.0418,680.231,321364,output/glibc/default[s=minisat]/sat_gauss_bench/simon-s02b-dp11u10.cnf.gz/0,OK
53,903.348,81.8051,81.602,0.203111,9.05577,412576,true,false,0,281475296308247,203765014869,925682310,902.931670643,0,81.8051,903.348,412576,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE07-16.cnf.gz/0,TLE
54,918.175,25.5335,24.9977,0.535827,2.7809,717380,true,false,1,NaN,NaN,NaN,NaN,1,25.5335,918.175,717380,output/glibc/default[s=minisat]/sat_gauss_bench/12pipe_bug6_q0.used-as.sat04-725.cnf.gz/0,TLE
55,1.30888,0.535647,0.454683,0.080964,40.924,299528,false,false,20,854683,1261608587,3448472,0.981837316,20,0.535647,1.30888,299528,output/glibc/default[s=minisat]/sat_gauss_bench/dspam_dump_vc949.cnf.gz/0,OK
56,903.69,105.611,105.466,0.144825,11.6866,377432,true,false,0,NaN,NaN,NaN,NaN,0,105.611,903.69,377432,output/glibc/default[s=minisat]/sat_gauss_bench/simon-s02-f2clk-50.cnf.gz/0,TLE
57,903.006,103.025,102.45,0.575041,11.4091,729496,true,false,0,NaN,NaN,NaN,NaN,0,103.025,903.006,729496,output/glibc/default[s=minisat]/sat_gauss_bench/safe-50-h50-sat.cnf.gz/0,TLE
58,114.146,10.2517,9.87953,0.372197,8.98127,626816,false,false,10,19367341,25501216012,110592358,113.869294400,10,10.2517,114.146,626816,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_r_sat.cnf.gz/0,OK
59,902.988,103.538,102.973,0.564548,11.4661,751008,true,false,0,422212573974327,257862265979,1545816965,902.539441155,0,103.538,902.988,751008,output/glibc/default[s=minisat]/sat_gauss_bench/UTI-15-10p0.cnf.gz/0,TLE
60,904.166,44.7576,44.7299,0.027701,4.95015,306864,true,false,0,5524261,111499246741,42729917,903.725740880,0,44.7576,904.166,306864,output/glibc/default[s=minisat]/sat_gauss_bench/homer16.shuffled.cnf.gz/0,TLE
61,6.74707,0.718386,0.680519,0.037867,10.6474,312800,false,false,10,356438,1755949807,2881344,6.314549155,10,0.718386,6.74707,312800,output/glibc/default[s=minisat]/sat_gauss_bench/rbcl_xits_14_SAT.cnf.gz/0,OK
62,905.005,105.558,105.146,0.412058,11.6638,539220,true,false,0,140738118357533,262942722997,2063434395,904.382875524,0,105.558,905.005,539220,output/glibc/default[s=minisat]/sat_gauss_bench/UR-15-10p0.cnf.gz/0,TLE
63,903.94,105.035,104.563,0.471094,11.6196,584284,true,false,0,NaN,NaN,NaN,NaN,0,105.035,903.94,584284,output/glibc/default[s=minisat]/sat_gauss_bench/velev-vliw-uns-2.0-iq2.cnf.gz/0,TLE
64,902.799,45.8658,45.5988,0.266992,5.0804,460516,true,false,0,140737789450916,114205622893,363359215,902.439671188,0,45.8658,902.799,460516,output/glibc/default[s=minisat]/sat_gauss_bench/SAT_dat.k80.cnf.gz/0,TLE
65,904.194,104.535,104.452,0.083099,11.5611,332732,true,false,0,281475019721898,260419145206,801583800,903.788057835,0,104.535,904.194,332732,output/glibc/default[s=minisat]/sat_gauss_bench/rand_net70-60-10.shuffled.cnf.gz/0,TLE
66,3.17767,0.330633,0.27994,0.050693,10.4049,318832,false,false,10,675570,769404595,2442825,2.909808902,10,0.330633,3.17767,318832,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE09-25.cnf.gz/0,OK
67,905.325,45.6581,44.9651,0.69297,5.04328,890888,true,false,0,240148043,113673157938,681145819,904.642704597,0,45.6581,905.325,890888,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-pipesworld-27-step14.cnf.gz/0,TLE
68,264.011,19.3247,19.2484,0.076286,7.31966,335088,false,false,10,94063730,48110483590,98525251,263.500848011,10,19.3247,264.011,335088,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_26.cnf.gz/0,OK
69,904.295,95.4707,94.9417,0.529048,10.5575,564900,true,false,0,746002879,237863363818,1179086106,903.986751406,0,95.4707,904.295,564900,output/glibc/default[s=minisat]/sat_gauss_bench/9dlx_vliw_at_b_iq1.cnf.gz/0,TLE
70,905.625,46.2769,46.0619,0.214974,5.10994,503024,true,false,0,536834767,115243971036,684108142,905.065816147,0,46.2769,905.625,503024,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-c10nid_i.cnf.gz/0,TLE
71,904.386,98.7826,98.7126,0.070002,10.9226,326968,true,false,0,140737599413027,246103368236,1115041131,904.024701986,0,98.7826,904.386,326968,output/glibc/default[s=minisat]/sat_gauss_bench/gss-19-s100.cnf.gz/0,TLE
72,904.844,102.215,101.654,0.561104,11.2964,744064,true,false,0,281475547669796,254589274024,1605590449,904.256558575,0,102.215,904.844,744064,output/glibc/default[s=minisat]/sat_gauss_bench/partial-5-13-s.cnf.gz/0,TLE
73,903.795,102.509,102.394,0.114954,11.3421,361064,true,false,0,422212497458102,255388976726,1165150697,903.547129813,0,102.509,903.795,361064,output/glibc/default[s=minisat]/sat_gauss_bench/q_query_3_l46_lambda.cnf.gz/0,TLE
74,8.10997,0.928199,0.88313,0.045069,11.4452,336636,false,false,20,3549047,2275416397,8697165,7.662477146,20,0.928199,8.10997,336636,output/glibc/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf.gz/0,OK
75,904.057,101.232,100.949,0.283623,11.1976,455200,true,false,0,140737837076409,252204885368,842314789,903.772970669,0,101.232,904.057,455200,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_34.cnf.gz/0,TLE
76,902.971,106.285,105.955,0.330632,11.7706,488296,true,false,0,NaN,NaN,NaN,NaN,0,106.285,902.971,488296,output/glibc/default[s=minisat]/sat_gauss_bench/md5_48_1.cnf.gz/0,TLE
77,907.397,24.6872,24.5547,0.132496,2.72066,365456,true,false,0,NaN,NaN,NaN,NaN,0,24.6872,907.397,365456,output/glibc/default[s=minisat]/sat_gauss_bench/countbitswegner064.cnf.gz/0,TLE
78,8.11407,0.981866,0.892904,0.088962,12.1008,343952,false,false,10,2941386,2384805214,11053851,7.414626614,10,0.981866,8.11407,343952,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE11-16.cnf.gz/0,OK
79,2.22875,0.048926,0.010948,0.037978,2.19522,186384,false,false,20,45362,50454019,137171,1.283135556,20,0.048926,2.22875,186384,output/glibc/default[s=minisat]/sat_gauss_bench/dp04u03.shuffled.cnf.gz/0,OK
80,907.481,26.393,26.2167,0.176319,2.90838,417808,true,false,0,NaN,NaN,NaN,NaN,0,26.393,907.481,417808,output/glibc/default[s=minisat]/sat_gauss_bench/vange-col-abb313GPIA-9-c.cnf.gz/0,TLE
81,907.051,26.3666,26.2397,0.126814,2.90684,370864,true,false,0,NaN,NaN,NaN,NaN,0,26.3666,907.051,370864,output/glibc/default[s=minisat]/sat_gauss_bench/md5_48_3.cnf.gz/0,TLE
82,907.731,25.5432,25.1295,0.413671,2.81396,592792,true,false,0,NaN,NaN,NaN,NaN,0,25.5432,907.731,592792,output/glibc/default[s=minisat]/sat_gauss_bench/cube-11-h14-sat.cnf.gz/0,TLE
83,907.017,26.7675,26.6839,0.083623,2.95116,335024,true,false,0,NaN,NaN,NaN,NaN,0,26.7675,907.017,335024,output/glibc/default[s=minisat]/sat_gauss_bench/post-c32s-ss-8.cnf.gz/0,TLE
84,907.792,24.8693,24.7503,0.118987,2.73953,392012,true,false,0,NaN,NaN,NaN,NaN,0,24.8693,907.792,392012,output/glibc/default[s=minisat]/sat_gauss_bench/md5_47_4.cnf.gz/0,TLE
85,907.899,26.5635,26.1807,0.382851,2.92582,610244,true,false,0,NaN,NaN,NaN,NaN,0,26.5635,907.899,610244,output/glibc/default[s=minisat]/sat_gauss_bench/grid-strips-grid-y-3.035-NOTKNOWN.cnf.gz/0,TLE
86,638.161,19.4255,19.3146,0.110938,3.04399,375028,false,false,20,161152386,48345353522,219199562,637.480349539,20,19.4255,638.161,375028,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE11-11.cnf.gz/0,OK
87,907.261,26.3871,26.0268,0.360245,2.90843,537692,true,false,0,NaN,NaN,NaN,NaN,0,26.3871,907.261,537692,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-c10nidw.cnf.gz/0,TLE
88,167.985,7.35437,7.2812,0.073172,4.378,338336,false,false,20,21249490,18237820505,47362016,166.745649853,20,7.35437,167.985,338336,output/glibc/default[s=minisat]/sat_gauss_bench/aaai10-planning-ipc5-rovers-18-step11.cnf.gz/0,OK
89,908.583,25.3842,25.1681,0.216027,2.79382,431864,true,false,0,NaN,NaN,NaN,NaN,0,25.3842,908.583,431864,output/glibc/default[s=minisat]/sat_gauss_bench/ibm-2002-30r-k85.cnf.gz/0,TLE
90,907.455,26.6026,26.3549,0.2477,2.93156,495976,true,false,0,NaN,NaN,NaN,NaN,0,26.6026,907.455,495976,output/glibc/default[s=minisat]/sat_gauss_bench/anbul-part-10-15-s.cnf.gz/0,TLE
91,532.874,16.9257,16.7428,0.182925,3.17631,417320,false,false,10,124304779,42112440230,207510053,532.438987625,10,16.9257,532.874,417320,output/glibc/default[s=minisat]/sat_gauss_bench/ibm-2002-21r-k95.cnf.gz/0,OK
92,0.745258,0.049117,0.010679,0.038438,6.5906,0,false,false,10,48015,51647033,59267,0.311480584,10,0.049117,0.745258,0,output/glibc/default[s=minisat]/sat_gauss_bench/dp04s04.shuffled.cnf.gz/0,OK
93,7.62074,0.87337,0.844799,0.028571,11.4604,304812,false,false,20,338275,2123127222,1349306,7.128645927,20,0.87337,7.62074,304812,output/glibc/default[s=minisat]/sat_gauss_bench/cmu-bmc-barrel6.cnf.gz/0,OK
94,3.53548,0.281327,0.227884,0.053443,7.95726,299528,false,false,10,583696,625412897,1519231,2.937147634,10,0.281327,3.53548,299528,output/glibc/default[s=minisat]/sat_gauss_bench/AProVE09-11.cnf.gz/0,OK
95,907.32,26.3526,26.2236,0.128919,2.90444,375896,true,false,0,NaN,NaN,NaN,NaN,0,26.3526,907.32,375896,output/glibc/default[s=minisat]/sat_gauss_bench/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf.gz/0,TLE
96,9.63984,1.42509,1.21721,0.207875,14.7833,434996,false,false,10,1284516,3469174021,8605210,9.307591320,10,1.42509,9.63984,434996,output/glibc/default[s=minisat]/sat_gauss_bench/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf.gz/0,OK
97,1.61967,0.049816,0.017427,0.032389,3.07569,0,false,false,20,51441,69802837,94128,1.111935000,20,0.049816,1.61967,0,output/glibc/default[s=minisat]/sat_gauss_bench/E07N15.cnf.gz/0,OK
98,918.739,28.6227,27.7894,0.833301,3.11543,919504,true,false,1,NaN,NaN,NaN,NaN,1,28.6227,918.739,919504,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-sat-1.0-b9.cnf.gz/0,TLE
99,2.99177,0.222447,0.148938,0.073509,7.43529,186384,false,false,20,261816,485518979,670765,2.248335034,20,0.222447,2.99177,186384,output/glibc/default[s=minisat]/sat_gauss_bench/xinetd_vc56703.cnf.gz/0,OK
100,906.166,46.2045,45.7941,0.410406,5.09891,573052,true,false,0,NaN,NaN,NaN,NaN,0,46.2045,906.166,573052,output/glibc/default[s=minisat]/sat_gauss_bench/manol-pipe-f10ni.cnf.gz/0,TLE
101,905.832,47.2706,47.126,0.144534,5.21847,368792,true,false,0,422212511331250,117658929675,424002469,905.458640852,0,47.2706,905.832,368792,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_b_unsat.cnf.gz/0,TLE
102,905.96,46.2895,46.0045,0.284989,5.10944,538596,true,false,0,407895366,115212935079,878820104,904.995557192,0,46.2895,905.96,538596,output/glibc/default[s=minisat]/sat_gauss_bench/UCG-15-10p0.cnf.gz/0,TLE
103,905.795,45.0556,44.9394,0.116249,4.97415,381140,true,false,0,140737707235935,112163452822,394515228,905.191938219,0,45.0556,905.795,381140,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_3b_unknown.cnf.gz/0,TLE
104,906.266,46.5597,46.1558,0.403878,5.13753,568916,true,false,0,NaN,NaN,NaN,NaN,0,46.5597,906.266,568916,output/glibc/default[s=minisat]/sat_gauss_bench/9dlx_vliw_at_b_iq5.cnf.gz/0,TLE
105,905.78,46.4714,46.2199,0.251461,5.13054,500016,true,false,0,422676087,115718423452,812470774,905.291486769,0,46.4714,905.78,500016,output/glibc/default[s=minisat]/sat_gauss_bench/UR-10-10p1.cnf.gz/0,TLE
106,905.506,46.2347,46.1169,0.117872,5.10596,347512,true,false,0,140737510747333,115133843374,284156619,904.844257748,0,46.2347,905.506,347512,output/glibc/default[s=minisat]/sat_gauss_bench/grieu-vmpc-27.cnf.gz/0,TLE
107,905.917,46.3043,46.1629,0.141447,5.11132,366116,true,false,0,NaN,NaN,NaN,NaN,0,46.3043,905.917,366116,output/glibc/default[s=minisat]/sat_gauss_bench/grieu-vmpc-31.cnf.gz/0,TLE
108,905.927,44.9921,44.5596,0.432443,4.96641,675728,true,false,0,NaN,NaN,NaN,NaN,0,44.9921,905.927,675728,output/glibc/default[s=minisat]/sat_gauss_bench/velev-pipe-o-uns-1.1-6.cnf.gz/0,TLE
109,905.795,44.9285,44.8124,0.116059,4.96012,347512,true,false,0,276512814,111866153344,264857529,905.094493813,0,44.9285,905.795,347512,output/glibc/default[s=minisat]/sat_gauss_bench/vmpc_27.cnf.gz/0,TLE
110,9.35306,1.20106,1.10511,0.095951,12.8414,354068,false,false,10,6381173,2934681538,15357060,9.009910417,10,1.20106,9.35306,354068,output/glibc/default[s=minisat]/sat_gauss_bench/UTI-10-5t1.cnf.gz/0,OK
111,906.1,46.3539,46.1161,0.237875,5.11576,503448,true,false,0,NaN,NaN,NaN,NaN,0,46.3539,906.1,503448,output/glibc/default[s=minisat]/sat_gauss_bench/total-10-13-u.cnf.gz/0,TLE
112,905.922,46.994,46.8124,0.181606,5.18742,437328,true,false,0,281475298267417,117046730022,655031651,905.727322709,0,46.994,905.922,437328,output/glibc/default[s=minisat]/sat_gauss_bench/uts-l06-ipc5-h33-unknown.cnf.gz/0,TLE
113,905.542,46.2603,46.1119,0.148484,5.10858,371112,true,false,0,NaN,NaN,NaN,NaN,0,46.2603,905.542,371112,output/glibc/default[s=minisat]/sat_gauss_bench/traffic_f_unknown.cnf.gz/0,TLE
